	PPEE	PPDE	PostFC	RealFC	data.libraries..SmLE.PZQ.ER.RNA.juv.f.1.SmLE.PZQ.ER.RNA.juv.f.1_rsem.genes.results_Mean	data.libraries..SmLE.PZQ.ER.RNA.adu.f.1.SmLE.PZQ.ER.RNA.adu.f.1_rsem.genes.results_Mean	GFF_annotation	HHPred_annotation
gene:Smp_318820	9.64977242445819e-07	0.999999035022758	7.48282448553267	8.70563251715886	20.7455976771411	2.37415734138005	DNA-directed RNA polymerase subunit beta'	Exocyst complex component EXO84
gene:Smp_318890	0.0215623035262299	0.97843769647377	2.52128691259411	2.60468009248931	21.3580020836138	8.19369539630957	Hypothetical protein	Procollagen C-proteinase enhancer protein
gene:Smp_318900	0.00216475099641877	0.997835249003581	18.1061203534667	52.4375538578532	11.7398126450021	0.214072478225306	Hypothetical protein	Adenylate kinase 5
gene:Smp_318920	0	1	28.5207222055457	34.2498870602265	73.9771984804684	2.15021729795389	Hypothetical protein	Procollagen C-proteinase enhancer protein
gene:Smp_318970	1.77635683940025e-15	0.999999999999998	20.7473109899834	25.7331830297181	45.8241601867364	1.77113061776325	Homogentisate 1,2-dioxygenase	Conserved hypothetical protein
gene:Smp_319030	0	1	10.4961895378251	10.8630032170868	126.458594258606	11.6321390780478	NK-tumor recognition protein	Colicin E7
gene:Smp_319040	0	1	0.021974366814513	0.0161785011681359	1.21771947317156	75.8758599083079	Protein phosphatase 1 regulatory subunit 3C	Poly(A) polymerase catalytic subunit
gene:Smp_319070	0	1	6.60270340769953	6.85009290212574	69.7556705869863	10.1746313011808	Hypothetical protein	Fibrinogen alpha chain
gene:Smp_319080	0	1	0.395041449010256	0.394858415295312	586.891008028584	1486.34811038659	Symplekin	Poly (ADP-ribose) polymerase family, member 1
gene:Smp_319090	0	1	0.0838944882342265	0.076781338398465	4.43701044091481	57.9078552194099	Pseudokinase FAM20A	GP37
gene:Smp_319130	0	1	2.19517388775095	2.19778141992331	453.007365302282	206.114849903449	F-BAR and double SH3 domains protein 2	Formin-binding protein 1
gene:Smp_319210	0	1	0.425999553377036	0.425830363332493	649.675213431328	1525.68020289436	DIS3-like exonuclease 2	DIS3-like exonuclease 2
gene:Smp_319310	1.55356838504872e-11	0.999999999984464	0.0433451650043618	0.0287822892748142	0.840280839953249	29.5318071799203	ABC transporter C family member 5	Histamine H1 receptor, lysozyme chimera
gene:Smp_319390	8.59490027471654e-06	0.999991405099725	0.377810586487245	0.377081244896684	144.652345272784	383.627073523559	Protein Lines homolog 1	Cytochrome C oxidase subunit 2
gene:Smp_319460	0.011793394758295	0.988206605241705	3.68491645633249	4.24275077706978	9.17336824796233	2.1544844890712	Potassium-transporting ATPase potassium-binding subunit	Protein B2
gene:Smp_319540	0.000240497558838926	0.999759502441161	11.8024333165987	13.2852584190319	43.5141805319733	3.26612600065215	Cytadherence high molecular weight protein 1	E6APC1 peptide
gene:Smp_319550	0	1	0.0306008302494329	0.0265947514890458	2.8840633166489	108.810844512909	UDP-glucuronosyltransferase 2B18	Expressed protein
gene:Smp_319560	0	1	0.00832773758620808	0.00331206088772186	0.284486828625756	88.9034706784673	UDP-glucuronosyltransferase 2B18	Expressed protein
gene:Smp_319590	0	1	0.0284573266493295	0.0239281062827065	2.29821197811429	96.4544652962987	UDP-glucuronosyltransferase 2B18	Expressed protein
gene:Smp_319610	6.52964539105128e-08	0.999999934703546	8.85342475419426	10.6756223822695	20.6812031848848	1.92817301174399	PDF receptor	Corticotropin-releasing factor receptor 1, T4-Lys chimeric construct
gene:Smp_319650	0	1	5.10227891375476	5.12180013828355	484.017110709081	94.4933186849986	Nesprin-2	Protein A46
gene:Smp_319730	5.55111512312578e-16	0.999999999999999	0.258056627028056	0.254308003141025	22.6253832142869	88.9977501876125	Bifunctional uridylyltransferase/uridylyl-removing enzyme	RECQ-mediated genome instability protein 2
gene:Smp_319790	0	1	3.64949200627903	3.66008745608197	411.578858311233	112.443285133199	DNA damage-regulated autophagy modulator protein 1	KLCA
gene:Smp_319810	0	1	0.0716669993285591	0.0697238726265618	14.9700444522453	214.838141503525	Retinal-specific ATP-binding cassette transporter	MCG1178, multidrug resistance protein 1A
gene:Smp_319890	0.00158181072452679	0.998418189275473	3.84705804569756	4.1351484128839	18.3675501959676	4.4342298947986	Calcium-activated potassium channel subunit beta-4	Replication protein A 70 kDa DNA-binding subunit
gene:Smp_319910	0	1	7.72414195112104	7.92052507613875	121.949493386304	15.3879050901205	Weak neurotoxin OH-72 (Fragment)	LY-6/neurotoxin-like protein 1
gene:Smp_319930	0.0160835048454864	0.983916495154514	0.207647288701875	0.139502836238361	0.719457529143807	5.21897991763709	Holo-[acyl-carrier-protein] synthase	CEP-1, C.elegans P53 tumor suppressor-like transcription factor
gene:Smp_320200	1.14086674440905e-06	0.999998859133256	4.38946492894062	4.41807136123569	235.402275649147	53.2739459576554	Ras-related protein Rab-5A	Oncogene C-MEL, RAS-related protein RAB-8A
gene:Smp_320240	0	1	17.2388490680964	17.7737711517566	242.63605431127	13.6419173246635	Poly(U)-specific endoribonuclease-B	Endou protein, xendou
gene:Smp_320310	0	1	4.65238990686996	4.65957796886194	1064.72329531056	228.494234165785	Dynein light chain 2, cytoplasmic	Dynein light chain motor protein
gene:Smp_320320	8.86673023892115e-09	0.99999999113327	2.58353649717777	2.58434993181904	2262.47476979894	875.446044842371	Dynein light chain, cytoplasmic	Dynein light chain motor protein
gene:Smp_320330	0.00471924405151403	0.995280755948486	4.14482153059014	4.17424202228717	200.646223932724	48.0600982025906	Dynein light chain LC6, flagellar outer arm	Dynein light chain motor protein
gene:Smp_320340	3.33066907387547e-15	0.999999999999997	3.87827694912241	3.88079522442883	1994.6966328154	513.984302059309	Dynein light chain 1, cytoplasmic	Dynein light chain motor protein
gene:Smp_320350	0.0117999142815395	0.988200085718461	5.10867733598612	7.34416129869747	6.06018065565175	0.816531500163039	Hypothetical protein	ARNO(375-400)
gene:Smp_320360	9.99200722162641e-16	0.999999999999999	0.0493418894560942	0.0371247704732541	1.28911699251466	34.9832666506472	Secreted Ly-6/uPAR-related protein 1	Neurotoxin I
gene:Smp_320400	7.23865412055602e-14	0.999999999999928	5.25045422902248	5.35526336946388	97.6565733240556	18.227492086936	Dynein light chain 2, cytoplasmic	Dynein light chain motor protein
gene:Smp_320440	2.04281036531029e-14	0.99999999999998	0.310526715997763	0.309366171097711	82.6427388589553	267.15799243331	23 kDa integral membrane protein	CD63-like protein SM-TSP-2
gene:Smp_320450	0	1	5.27522205917184	5.29839717808784	439.541886857987	82.949406794909	25 kDa integral membrane protein	CD63-like protein SM-TSP-2
gene:Smp_320500	0	1	0.240310479622533	0.238063916750845	36.1926252575813	152.061030972201	23 kDa integral membrane protein (Sm23)	CD81 antigen
gene:Smp_320550	0	1	15.516943896677	16.3596903813596	126.720824616776	7.73652952852789	Kelch-like ECH-associated protein 1	Gigaxonin
gene:Smp_320560	0.0221892883849357	0.977810711615064	2.74286346747421	2.82330331855746	27.4992391751085	9.73363575967602	Hypothetical protein	BAG family molecular chaperone regulator 5
gene:Smp_320640	1.62203583897735e-13	0.999999999999838	21.3037014223384	27.4150878565839	40.9494433952643	1.48404749711308	Protein regulator of cytokinesis 1	Protein regulator of cytokinesis 1
gene:Smp_320730	9.62978593643804e-07	0.999999037021406	0.113072791517063	0.0924707685178186	1.78024104216931	19.3500753066559	Cytoskeleton protein RodZ	MLR2180 protein, putative ketosteroid isomerase
gene:Smp_320750	3.3056890558214e-12	0.999999999996694	4.11002084053688	4.13085075552368	277.350261588514	67.1336171393106	Protein zyg-11 homolog B	Nacht, LRR and PYD domains-containing protein 1
gene:Smp_320810	0	1	0.359681209244273	0.357414412000661	45.3930014198564	127.021814877606	Hypothetical protein	Protein (parvovirus coat protein)
gene:Smp_320850	0	1	20.2465802959259	20.5209397085564	647.370908526003	31.53733251597	Phenylalanine--tRNA ligase beta subunit	Regulator of nonsense transcripts 1
gene:Smp_320870	0	1	9.12108784977633	9.32869697690335	164.093439641397	17.5812498870631	Hypothetical protein	CAMP-dependent protein kinase inhibitor, alpha FO
gene:Smp_320940	0	1	0.338824709251371	0.338559026986432	378.883696079546	1119.1262978921	tRNA dimethylallyltransferase	Envelope glycoprotein L
gene:Smp_320990	0	1	2.17484922419591	2.17859679996651	307.130795874085	140.971018552311	Membrane-bound transcription factor site-1 protease	Protease CSPB
gene:Smp_321040	8.38296099203717e-12	0.999999999991617	0.364387392896575	0.363544956164692	123.34088322171	339.290218941367	Aldehyde dehydrogenase family 9 member A1-A	ALDH, betaine aldehyde dehydrogenase
gene:Smp_321070	0.0136478488782914	0.986352151121709	0.338475784934041	0.3303712018406	12.1167990763628	36.6965864361079	CXXC-type zinc finger protein 1	Ampdh3
gene:Smp_321090	0	1	0.0240837197868633	0.024052970744579	343.293810732757	14272.8136931037	NADH-quinone oxidoreductase subunit D	Galactose-1-phosphate uridylyltransferase
gene:Smp_321180	0	1	0.255481919202375	0.254305124267779	72.3433263508401	284.503835728505	Dihydrofolate reductase	Dihydrofolate reductase
gene:Smp_321250	0	1	7.93571950302636	7.96402825173627	877.460594582635	110.169241816644	Synaptic vesicle membrane protein VAT-1 homolog-like	Synaptic vesicle membrane protein VAT-1 homolog-L
gene:Smp_321270	0.000584647622473122	0.999415352377527	0.0644178691716282	0.0599120368194055	5.58435350509353	93.3661194258299	Coiled-coil domain-containing protein 47	SWI/SNF-related matrix-associated actin-dependent of chromatin subfamily A-like protein...
gene:Smp_321320	0	1	12.5919771675375	13.1783051929231	117.157012585821	8.88090143767052	Peptidyl-prolyl cis-trans isomerase-like 6	Cyclophilin 40
gene:Smp_321350	0.00189148310958664	0.998108516890413	0.338791214337272	0.337731373856873	94.7441959758021	280.550834173368	Tetratricopeptide repeat protein 12	AH receptor-interacting protein
gene:Smp_321360	0	1	0.159875025096018	0.157660091373622	26.8826664864682	170.563708616838	Hypothetical protein	Breast cancer type 2 susceptibility protein
gene:Smp_321400	0.00591550021926002	0.99408449978074	3.86998400237103	3.90642061313391	138.362388492706	35.4117843381944	Centrosomal protein of 135 kDa	Tropomyosin
gene:Smp_321530	4.26121360419529e-11	0.999999999957388	0.153246378903128	0.139523731718865	3.86165080635211	27.7390485572256	Inhibitor of growth protein 4	ING 4, P29ING4, inhibitor of growth protein 4
gene:Smp_321620	0	1	0.405801297605346	0.405733570254902	1600.79151845808	3945.44000910911	Threonine--tRNA ligase, cytoplasmic	THRRS, threonyl-tRNA synthetase
gene:Smp_321630	7.3343819906313e-10	0.999999999266562	0.0612405313159242	0.0588840220711562	10.5390070198413	179.138887063008	T-cell immunomodulatory protein (Fragment)	PLB, cardiac phospholamban
gene:Smp_321690	0.0010764979959319	0.998923502004068	2.41938401905249	2.46990326916255	31.196990777487	12.6249040333341	Centrosomal protein of 44 kDa	V1AR, vasopressin V1A receptor
gene:Smp_321760	0	1	13.2424229551273	13.4191659387155	417.99324452515	31.1397187257497	IAA-amino acid hydrolase ILR1-like 6	Polyglutamine-binding protein 1
gene:Smp_321770	0	1	2.38636597466388	2.39704944710245	139.875075589511	58.3471923218371	Sodium/potassium-transporting ATPase subunit alpha-3	LY-6/neurotoxin-like protein 1
gene:Smp_321850	0	1	8.57638774261893	8.68760718109335	266.130275572603	30.6244739149577	Uncharacterized protein C20orf85	Ribosomal protein L36
gene:Smp_321920	0.000117493125419865	0.99988250687458	14.1814464587034	17.3637435964517	32.3340677330707	1.85273585263492	Hypothetical protein	Possible Trp repressor
gene:Smp_322000	0	1	0.333868454309574	0.333723284663989	688.641702733273	2063.53106644565	Transmembrane protein 258	Cytochrome C oxidase polypeptide III
gene:Smp_322040	0	1	9.48272476939165	9.87367396979796	96.3335758612343	9.74762174808833	Heat shock factor-binding protein 1	Heat shock factor-binding protein 1
gene:Smp_322100	0.000830037723730026	0.99916996227627	7.03500940118733	7.71059631667685	30.9651643700385	4.00722034170612	ATP-binding cassette sub-family A member 1	Claudin-15
gene:Smp_322140	4.91461316087793e-10	0.999999999508539	4.16716399017576	4.20803405643025	146.637068942868	34.8393065826734	Serine/threonine-protein kinase PAK mbt	Serine/threonine-protein kinase PAK 4
gene:Smp_322220	0	1	0.291965246153583	0.291928176916263	2507.51846535175	8589.5290155196	60S ribosomal protein L18a	60S ribosomal protein L18A
gene:Smp_322230	2.19627112052478e-08	0.999999978037289	0.0365595496184888	0.0323649078721086	3.3329763841796	103.280156035343	Peptide methionine sulfoxide reductase MsrA	KIAA1568 protein
gene:Smp_322270	0	1	6.16520262336183	6.20312996222833	379.894819501315	61.2340528917829	Type 2 phosphatidylinositol 4,5-bisphosphate 4-phosphatase	8.3 kDa protein (gene MTH1184)
gene:Smp_322280	3.10641575151926e-06	0.999996893584248	0.0231313894831644	0.0193782002673378	2.25818287286817	117.038169674003	Pogo transposable element with ZNF domain	SSB, single-stranded DNA-binding protein SSBB
gene:Smp_322330	2.17337964292241e-08	0.999999978266204	2.69022717478101	2.72613187863461	57.7024516989499	21.1600879738273	Probable guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase	Nesprin-1
gene:Smp_322460	0.000371258199356239	0.999628741800644	3.132276016888	3.13776749915231	547.892811557333	174.605490696922	UPF0176 protein SSU98_0392	Photosystem II reaction center protein H
gene:Smp_322500	0.00112179159653081	0.998878208403469	0.231454040764147	0.228588440030437	27.5600376753877	120.599938419094	Zinc transporter ZIP11	Smase I, sphingomyelinase I
gene:Smp_322560	0	1	0.266870264284937	0.266829298407721	2147.42991918992	8047.98147621558	60S ribosomal protein L32	RPL32, 60S ribosomal protein L32
gene:Smp_322590	0	1	6.16879077311464	6.3185902105648	98.03555122426	15.5069979310141	DNA-directed RNA polymerase II subunit RPB1	Putative uncharacterized protein, linker, putativ uncharacterized protein
gene:Smp_322680	1.36666598411495e-05	0.999986333340159	0.133381563966686	0.130356794638052	16.785706159549	128.834117456124	Pre-mRNA-processing factor 6	Dual specificity protein kinase TTK
gene:Smp_322690	0	1	3.532121735669	3.54413488180876	335.934081750457	94.778740539978	Coiled-coil domain-containing protein 169	Protein GRPE, HSP-70 cofactor
gene:Smp_322710	0.00290397311187629	0.997096026888124	0.246187139902342	0.213685432192627	2.2187492465478	10.4200476812041	DNA excision repair protein ERCC-8	Cell cycle arrest protein BUB3
gene:Smp_322720	2.02282635086704e-13	0.999999999999798	0.140391538842299	0.132425742742962	6.41647534032343	48.5188978351981	LARGE xylosyl- and glucuronyltransferase 1	Glycosyl transferase family 8
gene:Smp_322810	1.02847619309898e-10	0.999999999897152	5.31833391009267	5.44655154670491	82.4833619458442	15.1359802112314	Cysteine-rich protein 1	CRIP, cysteine rich intestinal protein
gene:Smp_322820	0	1	2.48679302968327	2.48778259103582	1680.9181380264	675.663245758395	Cysteine-rich protein 1	CRIP, cysteine rich intestinal protein
gene:Smp_322830	0	1	6.96528716634591	7.10796416298031	133.634643806774	18.7920987082099	Cysteine-rich protein 1	CRIP, cysteine rich intestinal protein
gene:Smp_322850	0	1	0.0434031860532387	0.0405308085713798	6.06018065565175	149.757075210488	Probable glutamate receptor	Glutamate receptor 2
gene:Smp_322860	0	1	0.061431380488426	0.0599274192689934	16.808369871628	280.635655641138	Neural proliferation differentiation and control protein 1	Transposable element mariner, complete CDS
gene:Smp_322880	3.16505314006399e-05	0.999968349468599	0.360545661485431	0.35825745032537	45.0133288102116	125.663112364646	INO80 complex subunit B	Protein FON, zinc finger HIT domain containing protein 2
gene:Smp_322910	2.01172412062078e-13	0.999999999999799	0.162852048040996	0.156326469956248	9.00871537952627	57.6815437420827	Solute carrier family 15 member 5	Photosystem I reaction center subunit IX
gene:Smp_322990	1.29959885075692e-08	0.999999987004011	0.220056562068075	0.212757072130758	10.2131217105681	48.0406786833627	UPF0184 protein C9orf16 homolog	Bifunctional tail protein, PIIGCN4
gene:Smp_323010	0.000164273526857106	0.999835726473143	2.24277344392369	2.24884136745051	207.118385082321	92.0944890405682	MDS1 and EVI1 complex locus protein EVI1	Zinc finger protein GFI-1
gene:Smp_323040	0	1	0.428422703502435	0.427792605230366	174.503442788899	407.929362801568	Bladder cancer-associated protein	Oxidoreductase THAT catalyzes reoxidation of DSBA disulfide isomerase I
gene:Smp_323210	0.0374363374907321	0.962563662509268	0.464509578850297	0.463245443458304	88.2366452228121	190.486520729955	Hypothetical protein	Cytochrome C3
gene:Smp_323250	1.17427271018045e-07	0.999999882572729	0.47250711864909	0.471012328621534	74.7376628441716	158.685767184966	Probable ribonuclease ZC3H12C	Hypothetical protein (CRP region)
gene:Smp_323330	0	1	4.14218091181592	4.17303705808421	191.094394891973	45.7850390164295	Thiol:disulfide interchange protein CycY	Uncharacterized protein
gene:Smp_323340	0	1	13.1983969282189	14.4723144195573	62.3101344196116	4.29616227736143	Probable DNA-directed RNA polymerase III subunit RPC6	EF-TS, elongation factor TS
gene:Smp_323430	4.44089209850063e-16	1	0.487099699994221	0.486637967145309	243.085601951487	499.530969599069	Nuclear RNA export factor 1	TAP
gene:Smp_323540	0	1	5.53296540128903	5.56896969862233	315.295721458444	56.6083223328447	Adenylate kinase 9	Adenylate kinase
gene:Smp_323640	1.22452831877728e-05	0.999987754716812	5.11503799442359	5.49787898455682	26.5653826679753	4.82375184186916	Genome polyprotein	Alkylhydroperoxidase D
gene:Smp_323650	0	1	6.47546477222503	6.6146049111653	117.048080233359	17.6869118799171	Phosphatidylinositol N-acetylglucosaminyltransferase subunit C	Uncharacterized protein BF1032
gene:Smp_323690	0	1	12.2965124406503	12.5592361923631	242.839496601409	19.326326897736	Meiosis expressed gene 1 protein homolog	E3 ubiquitin-protein ligase NEDD4
gene:Smp_323740	0	1	0.0253600683026124	0.0242979837823365	10.017306532047	412.670600245375	ER lumen protein-retaining receptor	Lactose regulatory protein LAC9
gene:Smp_323910	5.44001177438247e-10	0.999999999455999	3.32740158316214	3.36427286670963	95.4899653283483	28.3765099865548	Hypothetical protein	Growth/differentiation factor 8
gene:Smp_323920	0	1	7.37610438374478	7.41837786165234	503.172260167251	67.8191493843068	Rho GTPase-activating protein 24	Rhogap protein
gene:Smp_324070	0	1	0.287623042954312	0.287190002471327	212.451192071589	739.783134312889	Hypothetical protein	AGR_C_4178P, hypothetical protein ATU2299
gene:Smp_324100	0.000275483420444922	0.999724516579555	5.3922874775038	6.27919238166696	13.9744832108063	2.2171149473993	Hypothetical protein	Free fatty acid receptor 1,lysozyme
gene:Smp_324130	0	1	0.0173757384994178	0.016677572728118	10.5457891087028	632.923178034112	Histone H2A deubiquitinase MYSM1	Centrosomal protein of 192 kDa
gene:Smp_324180	0	1	0.00612096885280674	0.00556505913414397	4.46432963721808	803.993970014656	mRNA decay activator protein ZFP36L2-B	Tristetraproline
gene:Smp_324210	2.80269030206171e-10	0.999999999719731	9.90766353488563	10.5017406075225	70.8027126388586	6.73295007706958	Serine protease hepsin	GBP, growth-blocking peptide, long form
gene:Smp_324260	0	1	0.446444052924862	0.445896264273326	202.623504667729	454.430911268811	39S ribosomal protein L33, mitochondrial	MRPL33
gene:Smp_324270	6.60697208286765e-05	0.999933930279171	2.35539070050137	2.38290084631783	52.7866677038937	22.1464685687521	Probable peptidoglycan glycosyltransferase FtsW	Claudin-15
gene:Smp_324310	6.20561051989377e-07	0.999999379438948	0.127158020583267	0.123255956224516	12.3887540339259	100.583548690994	Prolactin regulatory element-binding protein	Methyl-CPG-binding domain protein 4
gene:Smp_324380	0	1	0.0329984758936007	0.0328294391216569	84.4475274492527	2572.60560687273	1-deoxy-D-xylulose 5-phosphate reductoisomerase	Protein MIOC, flavodoxin
gene:Smp_324610	1.81837637169835e-08	0.999999981816236	0.170298502072726	0.153367697483444	3.36992533387994	22.0280522713709	Polyprenol reductase	Isoprenylcysteine carboxyl methyltransferase
gene:Smp_324630	0	1	7.88134172992466	7.98208695698753	245.175076152714	30.7069136936148	Intraflagellar transport protein 80 homolog	Coatomer beta'-subunit
gene:Smp_324710	0	1	2.12234587161405	2.12308487617893	1450.01630502664	682.970846077318	Single-stranded DNA-binding protein 3	F-box-like/WD repeat-containing protein TBL1X
gene:Smp_324770	4.75302447067172e-07	0.999999524697553	4.04201140915506	4.13603786037398	60.166126754486	14.5392204824849	Tegument antigen	Dynein light chain 1
gene:Smp_324780	0	1	14.3882582893818	15.9441487983462	61.6886016694326	3.85967046342621	GAS2-like protein pickled eggs	Iqgap1 protein
gene:Smp_324860	0.0198084946260658	0.980191505373934	3.86986662630936	4.06109148593383	27.3987398082093	6.7391067126026	Nucleic acid dioxygenase ALKBH1	Noggin
gene:Smp_324900	0.0068210026087776	0.993178997391222	2.54177209711199	2.59672054842399	32.7556563099312	12.6080910494267	Hypothetical protein	Doppel protein, prion-like protein
gene:Smp_324910	0.000922049003133751	0.999077950996866	8.75503736805505	11.6486474529995	14.0293925988504	1.19523800342462	Glycosyltransferase 1 domain-containing protein 1	GLGA glycogen synthase
gene:Smp_325000	1.2284862460632e-08	0.999999987715138	0.0884732709077038	0.0860588365606341	14.6009484994102	169.768596636219	Protein phosphatase 1 regulatory subunit 3B	Protein phosphatase 1, regulatory (inhibitor) subunit 3B
gene:Smp_325050	0	1	0.0200572946318249	0.0137964675447802	0.96110415076269	70.377883536906	Complement factor H	Transcription-repair coupling factor
gene:Smp_325120	3.73699641564862e-07	0.999999626300358	30.3459162061212	55.802086528532	28.9190368793866	0.508422135785102	Hypothetical protein	Uncharacterized protein AF_0924
gene:Smp_325190	1.32908126726505e-08	0.999999986709187	0.454916532159733	0.454259346927469	169.426908411029	372.985975882654	Proteasomal ATPase-associated factor 1	Methylosome protein 50
gene:Smp_325230	0	1	109.797424270384	5002.48568759666	50.0148568759666	0	Flotillin-2	Flotillin 2
gene:Smp_325340	0	1	0.0552784895195084	0.0551879309517134	258.899092630318	4691.39785250402	Cytoplasmic polyadenylation element-binding protein 1	Cytoplasmic polyadenylation element-binding prote
gene:Smp_325350	0	1	0.159990181100821	0.158047634944981	30.7247687052209	194.455223829007	MICOS complex subunit MIC27	TENA homolog
gene:Smp_325360	0	1	7.57304472772247	7.89242705618422	73.0357938629536	9.24517503588679	Putative neuropeptide Y receptor 11	Proteinase-activated receptor 1, lysozyme
gene:Smp_325420	3.64640644900938e-07	0.999999635359355	67.9262267123521	91.1454764377558	118.134146483066	1.28621513980178	Aquaporin-3	Glycerol uptake facilitator protein
gene:Smp_325440	1.35632616249381e-11	0.999999999986437	13.7097994398463	16.7768888279132	31.254581714653	1.85355062820917	Transactivator/viroplasmin protein	TONB protein
gene:Smp_325450	3.68254504934384e-06	0.999996317454951	0.0230170251218364	0.000650477191700958	0.00277759270955494	19.6334139007124	Hypothetical protein	Genome polyprotein
gene:Smp_325490	4.16598570518456e-06	0.999995834014295	7.3367441178448	7.97795160654864	35.44585102908	4.4342298947986	Serine/threonine-protein kinase 16	Serine/threonine-protein kinase OSR1
gene:Smp_325510	3.91247141459106e-05	0.999960875285854	0.249724363806723	0.249147627205987	145.746864663167	585.012086293683	Innexin unc-7	Hypothetical protein AT5G08430
gene:Smp_325670	0.000836827287266861	0.999163172712733	2.23367556218798	2.26058452343098	46.5972748862581	20.6073555570134	UDP-N-acetylenolpyruvoylglucosamine reductase	DNA-directed RNA polymerase
gene:Smp_325680	4.62936244893797e-09	0.999999995370638	14.8111500737084	16.4798165230936	61.329695321861	3.71211033028821	Replicase polyprotein	Probable zinc metalloproteinase, putative
gene:Smp_325920	4.39508429650459e-11	0.999999999956049	0.289224403980769	0.289195954443712	3249.20500124171	11235.3304372194	60S ribosomal protein L27a	60S ribosomal protein L28
gene:Smp_325970	0	1	0.00818558366009651	0.0055702437661409	0.939960202216065	170.531944320366	Uncharacterized 55.8 kDa protein in cps region	Histone deacetylase complex subunit SAP30
gene:Smp_326080	0	1	8.31967911508116	8.38064435198264	452.487432886573	53.9831554045154	Solute carrier family 22 member 1	D-xylose-proton symporter
gene:Smp_326120	4.12863854215573e-10	0.999999999587136	70.4293632977972	3192.71128509343	31.9171128509343	0	Phosphoribosylformylglycinamidine cyclo-ligase	KIAA0733 protein
gene:Smp_326130	3.06421554796543e-13	0.999999999999694	0.433095967901703	0.43277514369526	343.891173950056	794.63169548567	Protein TEX261	Transcription factor IWS1
gene:Smp_326400	0	1	0.466323285868571	0.466163290155336	699.247139295589	1500.01617980189	RNA pseudouridylate synthase domain-containing protein 1	Ribosomal large subunit pseudouridine synthase A
gene:Smp_326430	9.99200722162641e-16	0.999999999999999	0.349498963706241	0.349252109489556	413.870926389192	1185.03918121781	Exosome complex component MTR3	Exosome complex component MTR3
gene:Smp_326480	0	1	0.00479820771673046	0.00458453726877606	9.59265063164331	2094.56357824183	Exonuclease 3'-5' domain-containing protein 2	Uncharacterized protein YOHN
gene:Smp_326530	0	1	0.0076974509790752	0.00756554211034356	25.584054830257	3382.96698393153	Protein Ycf2	Alpha-amylase G-6
gene:Smp_326540	0	1	0.00777550810604428	0.00773792405215428	91.8570383079994	11872.3006725793	Hypothetical protein	DNAD-like replication protein
gene:Smp_326550	0	1	0.0113468250510702	0.0112653554817272	61.4683746574342	5457.28557821361	Hypothetical protein	CASSIICOLIN
gene:Smp_326560	0	1	0.0153260092918451	0.0152801278343148	147.462546732354	9651.2539378038	Hypothetical protein	CASSIICOLIN
gene:Smp_326570	0	1	0.0350464065149048	0.0342645599759713	19.0077441607695	555.01665652517	Hypothetical protein	Inhibitor of G-type lysozyme, goose-type lysozyme
gene:Smp_326580	0	1	0.0355684275782072	0.0354099708353152	96.9103995068005	2737.08345759018	Hypothetical protein	Periplasmic protein related to spheroblast format
gene:Smp_326590	0	1	0.372203797194332	0.371934461093232	389.859684539668	1048.21146190412	Selenoprotein K	Protein E7
gene:Smp_326610	0	1	0.00787655446393493	0.00785621089389828	172.288148101473	21931.4465798243	Female-specific protein 800	Nitrogen fixation protein
gene:Smp_326620	5.95523630408934e-13	0.999999999999404	0.343300800496876	0.342930098975386	273.187458624818	796.646401526386	Cysteine-rich DPF motif domain-containing protein 1	Zinc finger protein 406
gene:Smp_326740	3.0548207852199e-08	0.999999969451792	13.5774582246791	14.2861855378814	114.004196620468	7.97073049787477	ELKS/Rab6-interacting/CAST family member 1	Tropomyosin
gene:Smp_326760	0	1	0.0202289825016966	0.0195488366375221	12.6540429926241	647.805684761344	X-linked retinitis pigmentosa GTPase regulator	GTP binding regulator
gene:Smp_326780	0	1	8.45748780595469	8.8142666674944	82.8430602300974	9.38988127834232	Dopamine receptor 3	Sphingosine 1-phosphate receptor 1, lysozyme CHIM
gene:Smp_326790	0.0164477127225293	0.983552287277471	3.06945556619297	3.18031303693276	26.6886893167751	8.38498785393923	tRNA (guanine-N(1)-)-methyltransferase	NTF2-like protein
gene:Smp_326810	0.039148117237138	0.960851882762862	2.74204824524126	2.86924794597374	17.6614058089535	6.14889812999635	Zinc finger CCCH domain-containing protein 7B	RSGI RUH-037, DNAJ homolog subfamily C member 1
gene:Smp_326900	0.0252928131861304	0.97470718681387	0.485968085277523	0.478876120327279	15.5990192507521	32.5851088145393	Hypothetical protein	RAT synapsin I
gene:Smp_327040	3.94662617253516e-07	0.999999605337383	0.189306475967323	0.185799754599109	19.3065477515672	103.954334039329	Ribosome-recycling factor	Neuroendocrine convertase 1
gene:Smp_327150	0	1	2.38947387599478	2.39240765358511	509.540596071669	212.976526484351	DnaJ homolog subfamily C member 13	Mitochondrial import inner membrane translocase subunit TIM14
gene:Smp_327170	0	1	0.0163274575207012	0.0162774727549859	144.045152689968	8849.96043818383	Putative eggshell protein	Transmembrane protein GP41
gene:Smp_327180	0	1	0.0362052409882421	0.0356518183378106	27.9114679481884	783.160936293486	RNase adapter protein RapZ	Protein (MHC class II I-EK, beta chain)
gene:Smp_327260	0	1	3.81933894166433	3.82938866170507	483.106316512839	126.150167899418	Transmembrane protein 45B	Putative ABC transporter, periplasmic binding Pro amino acid
