	PPEE	PPDE	PostFC	RealFC	data.libraries..SmLE.PZQ.ES.RNA.juv.m.1.SmLE.PZQ.ES.RNA.juv.m.1_rsem.genes.results_Mean	data.libraries..SmLE.PZQ.ES.RNA.adu.m.1.SmLE.PZQ.ES.RNA.adu.m.1_rsem.genes.results_Mean	GFF_annotation	HHPred_annotation
gene:Smp_321270	5.27184171438266e-05	0.999947281582856	0.0164375489786639	0.0126268627555381	1.59012838877188	126.714145161875	Coiled-coil domain-containing protein 47	SWI/SNF-related matrix-associated actin-dependent of chromatin subfamily A-like protein...
gene:Smp_321300	0.00715733552251296	0.992842664477487	3.58148557939653	3.61950069966078	120.666475929006	33.3306416913571	Membrane-bound transcription factor site-2 protease	Putative zinc metalloprotease MJ0392
gene:Smp_321310	2.86337620281074e-12	0.999999999997137	0.2921090031296	0.288162087951011	25.3650003872293	88.0480806714005	Prefoldin subunit 4	Prefoldin beta subunit 1
gene:Smp_321320	0.00714659518798999	0.99285340481201	3.40975117375887	3.52361617064666	36.6026510052618	10.3806467765309	Peptidyl-prolyl cis-trans isomerase-like 6	Cyclophilin 40
gene:Smp_321350	1.55431223447522e-15	0.999999999999998	0.22733786256339	0.226416303775262	93.1940753074592	411.639133712439	Tetratricopeptide repeat protein 12	AH receptor-interacting protein
gene:Smp_321450	7.06717895976317e-05	0.999929328210402	0.114218794243271	0.0844055999885776	1.22126017495332	14.5774228145994	TELO2-interacting protein 1 homolog	Protein STU2
gene:Smp_321570	0	1	0.0508619754349862	0.048031497165749	7.89781118725157	164.628032413668	Envelopment polyprotein	Syntaxin-1A
gene:Smp_321630	0	1	0.0159696550768576	0.0152976384240272	10.9879937186233	718.92408732614	T-cell immunomodulatory protein (Fragment)	PLB, cardiac phospholamban
gene:Smp_321690	3.87743268881469e-06	0.999996122567311	7.17173793773501	8.54172051387796	18.8828906098337	2.20183666442117	Centrosomal protein of 44 kDa	V1AR, vasopressin V1A receptor
gene:Smp_321730	0	1	0.440191423831375	0.439663296318598	228.80346938581	520.418862954259	Putative uncharacterized protein YoeA	Immunoglobulin-like protein
gene:Smp_321860	0.000900518410354989	0.999099481589645	0.0830017427987096	0.0561169736825814	0.929760227317893	16.736452377021	MEMO1 family protein PH1626	Glycoprotein G2
gene:Smp_322140	0.000181377922415127	0.999818622077585	0.45899664636635	0.456853997189077	56.6252650756645	123.957975379725	Serine/threonine-protein kinase PAK mbt	Serine/threonine-protein kinase PAK 4
gene:Smp_322170	5.28781959312496e-05	0.999947121804069	0.246904976930896	0.237571314381571	9.40135818216788	39.6048760916985	Serine/threonine-protein kinase Sgk1	Serine/threonine-protein kinase SGK1
gene:Smp_322230	0.000107156795943864	0.999892843204056	5.45119240480376	5.52743871965897	158.421693758328	28.6527680185486	Peptide methionine sulfoxide reductase MsrA	KIAA1568 protein
gene:Smp_322240	0	1	0.489756124433892	0.489600788023902	789.590226997013	1612.73296592526	UvrABC system protein A	Autophagy 12B, ATG12B, APG12B
gene:Smp_322270	0.000595511529797976	0.999404488470202	2.29782909140536	2.3027052351817	300.902320791866	130.667742072411	Type 2 phosphatidylinositol 4,5-bisphosphate 4-phosphatase	8.3 kDa protein (gene MTH1184)
gene:Smp_322280	0	1	0.0010770848276873	2.15224305546319e-05	0	464.621537530871	Pogo transposable element with ZNF domain	SSB, single-stranded DNA-binding protein SSBB
gene:Smp_322440	0	1	2.1911448818202	2.19139657915157	5091.7459201406	2323.51097679733	Pre-mRNA-processing-splicing factor 8	PRE-mRNA-splicing factor 8
gene:Smp_322500	3.95827246613134e-06	0.999996041727534	0.0747975965640791	0.0733459335775427	22.9413168779477	312.908736710647	Zinc transporter ZIP11	Smase I, sphingomyelinase I
gene:Smp_322680	0	1	0.116858697873932	0.115105055629305	28.4506107638431	247.2476952267	Pre-mRNA-processing factor 6	Dual specificity protein kinase TTK
gene:Smp_322710	0.0357429925327908	0.964257007467209	0.333802263010883	0.31188710076659	4.64496581334197	14.9151629897501	DNA excision repair protein ERCC-8	Cell cycle arrest protein BUB3
gene:Smp_322810	8.27771073907968e-10	0.999999999172229	0.468178962962303	0.467842213463036	362.749320105852	775.378175044435	Cysteine-rich protein 1	CRIP, cysteine rich intestinal protein
gene:Smp_322880	6.55031584528842e-15	0.999999999999993	0.282662647145055	0.28149660470464	85.014261542531	302.033648561028	INO80 complex subunit B	Protein FON, zinc finger HIT domain containing protein 2
gene:Smp_322950	0	1	0.487138575880873	0.487096407104621	2908.59389868296	5971.3005173002	Dynein 8 kDa light chain, flagellar outer arm	Dynein light chain motor protein
gene:Smp_322990	9.3050345206791e-10	0.999999999069497	0.149758417134873	0.14701038416658	22.3220727874943	151.898131620072	UPF0184 protein C9orf16 homolog	Bifunctional tail protein, PIIGCN4
gene:Smp_323360	2.76712357194508e-06	0.999997232876428	0.0802676207829937	0.0634580864340729	1.6947212886941	26.8537361207724	Hypothetical protein	GDP-6-deoxy-D-LYXO-4-hexulose reductase
gene:Smp_323580	0.0118803108558105	0.988119689144189	2.45269594090103	2.49273955559842	44.3895914628857	17.8015645347582	Apolipophorins	Lipovitellin (LV-1N, LV-1C)
gene:Smp_323640	0.00509500820428044	0.99490499179572	4.4848210555904	4.74243168701479	31.4876681730544	6.63167040282263	Genome polyprotein	Alkylhydroperoxidase D
gene:Smp_323740	0	1	0.0421149812926835	0.0402434195961482	10.1026442390304	251.276902070277	ER lumen protein-retaining receptor	Lactose regulatory protein LAC9
gene:Smp_323770	0.000344721114687863	0.999655278885312	0.434688255918951	0.428443869854373	19.0337650573853	44.4386813730307	J domain-containing protein	DNAJ homolog subfamily C member 12
gene:Smp_323790	0	1	0.230048602588315	0.228314031264418	49.7481667479987	217.927401711295	Peptide deformylase	Programmed cell death protein 4
gene:Smp_323800	9.44455624818374e-12	0.999999999990555	0.101504031150944	0.0897209181858179	3.34900322427436	37.4283509686965	Lipopolysaccharide-induced tumor necrosis factor-alpha factor homolog	RUH-035 protein, NIN one binding protein
gene:Smp_323810	0.00345591665304479	0.996544083346955	0.458179157694174	0.452083230864542	19.7185414805979	43.6291799865481	Glutamyl-tRNA(Gln) amidotransferase subunit A, mitochondrial	Oxidoreductase THAT catalyzes reoxidation of DSBA disulfide isomerase I
gene:Smp_323900	0.000139043865727717	0.999860956134272	0.319963001216988	0.308796334923776	9.22297715404729	29.8898922909055	Sodium channel protein	Uncharacterized BCR
gene:Smp_323910	2.59553724846207e-07	0.999999740446275	0.476207813491201	0.472986555875203	37.7509553631443	79.8251557652043	Hypothetical protein	Growth/differentiation factor 8
gene:Smp_324020	0	1	0.322549717428606	0.321485570516084	100.474238002549	312.552202531332	Hypothetical protein	Tricyclic peptide RP 71955
gene:Smp_324110	0.000141424564395698	0.999858575435604	0.0494107660794016	0.0164519995937805	0.222970671583267	14.150629548723	Tetraspanin-7	CD63-like protein SM-TSP-2
gene:Smp_324130	0	1	0.00723570364351519	0.000145463546730679	0	68.7357457538465	Histone H2A deubiquitinase MYSM1	Centrosomal protein of 192 kDa
gene:Smp_324240	0.0417154313341491	0.958284568665851	0.453778815712039	0.440823416365895	9.11521300282797	20.6903817493529	Phenylalanine--tRNA ligase beta subunit	YML31, 54S ribosomal protein L31, mitochondrial
gene:Smp_324270	2.21450739235074e-06	0.999997785492608	0.489437445773387	0.48731993834297	57.6797712346865	118.371717421308	Probable peptidoglycan glycosyltransferase FtsW	Claudin-15
gene:Smp_324310	0	1	0.0808082243990608	0.0786620999215051	16.5315947735993	210.276717365869	Prolactin regulatory element-binding protein	Methyl-CPG-binding domain protein 4
gene:Smp_324380	7.6563289042042e-09	0.999999992343671	0.0578891113476556	0.0304253759667499	0.502435242510801	16.8323635280895	1-deoxy-D-xylulose 5-phosphate reductoisomerase	Protein MIOC, flavodoxin
gene:Smp_324450	0	1	0.243159108987158	0.241458676538743	52.7553277481057	218.517362547021	DNA-directed RNA polymerase, mitochondrial	Alpha-14 giardin
gene:Smp_324460	6.98673105919978e-05	0.999930132689408	0.10214766474187	0.0609012686008542	0.640887403697993	10.6775836686407	Annexin A10	Annexin A8
gene:Smp_324610	0.040450990318697	0.959549009681303	0.159319207410182	0.148031250303687	5.40289747790825	36.5559106898284	Polyprenol reductase	Isoprenylcysteine carboxyl methyltransferase
gene:Smp_324900	5.10702591327572e-15	0.999999999999995	0.176890411589201	0.174955682037641	36.5348401725746	208.870556189722	Hypothetical protein	Doppel protein, prion-like protein
gene:Smp_324910	0.000262906312516686	0.999737093687483	3.38239915542837	3.49110082174533	37.5565520077891	10.7506608705755	Glycosyltransferase 1 domain-containing protein 1	GLGA glycogen synthase
gene:Smp_325000	0.000707028223145056	0.999292971776855	0.443763593849625	0.435432522991589	14.2638150661471	32.7707738569469	Protein phosphatase 1 regulatory subunit 3B	Protein phosphatase 1, regulatory (inhibitor) subunit 3B
gene:Smp_325340	4.35010170699579e-05	0.99995649898293	0.196526470885242	0.168336723505957	2.34569944031501	13.9839722673267	Cytoplasmic polyadenylation element-binding protein 1	Cytoplasmic polyadenylation element-binding prote
gene:Smp_325350	0	1	0.230844946129463	0.230035134363353	107.261562875471	466.316864252091	MICOS complex subunit MIC27	TENA homolog
gene:Smp_325420	7.06658949023442e-07	0.999999293341051	23.8587090083862	26.0841400273573	131.535108823365	5.03310698705802	Aquaporin-3	Glycerol uptake facilitator protein
gene:Smp_325440	0.0451949889712023	0.954805011028798	3.84332090090038	4.20525861457134	16.2097952504812	3.84702681739459	Transactivator/viroplasmin protein	TONB protein
gene:Smp_325450	0	1	0.0100321629510536	0.000202240617099951	0	49.4360516556761	Hypothetical protein	Genome polyprotein
gene:Smp_325510	0	1	0.350423752680597	0.34915974479442	88.0878154541494	252.303781206422	Innexin unc-7	Hypothetical protein AT5G08430
gene:Smp_325670	0.0011543093603994	0.998845690639601	2.82650486082633	2.88417000618793	44.8427336194926	15.5413487496444	UDP-N-acetylenolpyruvoylglucosamine reductase	DNA-directed RNA polymerase
gene:Smp_325820	4.30656499417204e-06	0.999995693435006	0.0535907892311541	0.026987367786092	0.461370729869906	17.4563469815247	Hypothetical protein	Dual specificity mitogen-activated protein kinase kinase 7
gene:Smp_325960	0.00075472838252777	0.999245271617472	0.0716757183357324	0.0473522874535509	0.877312214494832	18.7285290597676	Tetratricopeptide repeat protein 16	Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha
gene:Smp_326040	4.38770131339083e-08	0.999999956122987	0.458744875652707	0.458631022703708	1070.47795373326	2334.08407724438	Up-regulated during skeletal muscle growth protein 5	Potassium voltage-gated channel subfamily E member
gene:Smp_326120	0.0427668466802212	0.957233153319779	2.08822955845184	2.10404360218774	71.0774502906521	33.7761108090805	Phosphoribosylformylglycinamidine cyclo-ligase	KIAA0733 protein
gene:Smp_326180	6.07102821814642e-06	0.999993928971782	0.255504189212566	0.253100774514592	38.4835211405766	152.07772558836	Tryptophan--tRNA ligase	Phycocyanobilin lyase CPCT
gene:Smp_326270	6.17864668550627e-06	0.999993821353314	0.16919100883498	0.14733913356166	2.74037053160649	18.6569384101915	Hypothetical protein	MUNC13-1, protein UNC-13 homolog A
gene:Smp_326520	0	1	0.481831374906417	0.481599588701305	528.593768499036	1097.59012446124	Translation initiation factor 2 subunit alpha	Omega-conotoxin GVIA
gene:Smp_326540	2.22044604925031e-16	1	0.101708070678938	0.0864379085014764	2.48654108661648	28.8724791101215	Hypothetical protein	DNAD-like replication protein
gene:Smp_326590	4.42501590924849e-12	0.999999999995575	0.494840438284659	0.494444595848004	309.792187971587	626.556031003446	Selenoprotein K	Protein E7
gene:Smp_326600	0.0003428551076744	0.999657144892326	0.0476083083457337	0.00939060153763231	0.104896025646121	12.2252146649692	Female-specific protein 800	Gtpase1, GTP-binding protein GTR1
gene:Smp_326610	0.00032586505360277	0.999674134946397	0.112904054570074	0.101689767399566	3.93945158859134	38.8282399683627	Female-specific protein 800	Nitrogen fixation protein
gene:Smp_326670	0.0411211150699377	0.958878884930062	0.467442842727605	0.455920008355641	10.3356117902882	22.681725742859	Hypothetical protein	Proteinase-activated receptor 1, lysozyme
gene:Smp_326760	4.84012829815583e-12	0.99999999999516	0.0945865646618735	0.0843111359830198	3.63747686540878	43.2521008231153	X-linked retinitis pigmentosa GTPase regulator	GTP binding regulator
gene:Smp_326870	5.40467845278059e-06	0.999994595321547	0.139446832596973	0.108078909335685	1.44577250831786	13.4595336700368	Uncharacterized protein C21B10.15	Reelin, reeler protein
gene:Smp_326980	2.92186331796174e-08	0.999999970781367	0.0262392686891282	0.0215126952077434	2.16601200304805	101.140134003889	Uncharacterized protein C22E12.18	Telomeric repeat-binding factor 2
gene:Smp_327130	0.000153815128297929	0.999846184871702	2.12464741630835	2.133517441257	132.805378921434	62.2418364992522	Hypothetical protein	TOP7 fold protein TOP7M13
gene:Smp_327150	0	1	6.22054910063883	6.24749796021227	594.203529670898	95.1022406850228	DnaJ homolog subfamily C member 13	Mitochondrial import inner membrane translocase subunit TIM14
gene:Smp_327170	0.0209298757076221	0.979070124292378	0.229000582713447	0.202439873352701	2.87516766836566	14.241973292529	Putative eggshell protein	Transmembrane protein GP41
gene:Smp_327260	1.747761935178e-10	0.999999999825224	0.399172815030241	0.39883595293073	349.252809971505	875.695430779368	Transmembrane protein 45B	Putative ABC transporter, periplasmic binding Pro amino acid
gene:Smp_327270	3.86779497318912e-12	0.999999999996132	0.368142411018029	0.367619739334863	218.187452838389	593.531177177197	Very-long-chain 3-oxoacyl-CoA reductase	Short-chain dehydrogenase
gene:Smp_327400	5.50673326271678e-07	0.999999449326674	0.367008446582543	0.365109708855616	59.7508734665727	163.66922303103	Ubiquinone biosynthesis protein COQ4 homolog, mitochondrial	ALR8543 protein
gene:Smp_327480	0	1	2.07317045768057	2.07325896794482	12342.0951968081	5952.98737641681	Spectrin alpha chain	Desmoplakin
gene:Smp_327530	0.000224038424361028	0.999775961575639	0.103274210397273	0.092382459632388	3.72432494609598	40.4124455698166	Protein FAM166B	RIIA-RIIB membrane-associated protein
gene:Smp_327680	1.45883305435746e-13	0.999999999999854	0.16033257167625	0.158047950390377	28.5095438965999	180.438679189808	DNA mismatch repair protein MutS	Uncharacterized protein YHFX
gene:Smp_327770	0	1	0.0645140789499082	0.0503131997984407	1.61728860042714	32.3331744938943	Hypothetical protein	Chrac-16
gene:Smp_328080	0	1	0.421384348222564	0.420435357305394	125.850071128783	299.346533511909	BBSome-interacting protein 1	9-CIS-epoxycarotenoid dioxygenase 1, chloroplasti
gene:Smp_328150	0.000659594375628236	0.999340405624372	2.89191559342034	3.00703454746412	24.2535285602431	8.05892244743411	Endothelin-converting enzyme 2	ECE-1, endothelin-converting enzyme 1
gene:Smp_328330	0.0248398779515502	0.97516012204845	0.469932287046143	0.469074949820315	142.380996947099	303.547026444589	Enhancer of polycomb homolog 2	Lipoprotein
gene:Smp_328350	0	1	0.360177842246149	0.359219638497991	117.756590515237	327.830067451924	D-tyrosyl-tRNA(Tyr) deacylase	O145, D-Tyr-trnaTyr deacylase, ORF_O145
gene:Smp_328620	3.0496418171988e-05	0.999969503581828	0.149247940759292	0.143225081292845	9.92298949790812	69.3423048354823	NADH-quinone oxidoreductase subunit B	DNA primase
gene:Smp_328630	6.13176176500474e-13	0.999999999999387	0.0512061662042901	0.0477756949906321	6.47762453067586	135.783409848835	E3 ubiquitin-protein ligase UBR1	Signaling protein
gene:Smp_328710	3.08987496699942e-08	0.99999996910125	6.36804460729249	6.6924570245945	54.3606916534252	8.11417494107399	Sodium/potassium/calcium exchanger 4	Uncharacterized membrane protein MJ0091
gene:Smp_328780	4.59063385083169e-08	0.999999954093661	0.14727050476004	0.14417312450087	19.4777495336908	135.15908647959	Cingulin	CI, CI repressor
gene:Smp_328980	0.000143437729365647	0.999856562270634	0.475518856342073	0.475471608035767	2591.35651315477	5450.08727049746	Cystatin	CPI
gene:Smp_328990	7.09862801462346e-06	0.999992901371985	0.174626934319249	0.15068136543847	2.54003006016695	16.913327265761	Phosphomethylpyrimidine synthase	DNA (cytosine-5)-methyltransferase 3-like
gene:Smp_329110	0.00474914140849658	0.995250858591503	10.0024026715598	11.3410898358078	37.4350785311018	3.29171783075684	Mitogen-activated protein kinase kinase kinase 1	NF-kappa-beta-inducing kinase
gene:Smp_329260	0.0233542853952117	0.976645714604788	0.418224522067404	0.412722131269035	21.4150752811821	51.9016220283716	Annexin A4	Annexin A8
gene:Smp_329340	6.78305489665298e-07	0.99999932169451	0.272955827405877	0.271207970235796	55.378285921516	204.218090617543	NTF2-related export protein 2	P15
gene:Smp_329420	1.92429516765458e-10	0.99999999980757	0.337543299631962	0.331158443605826	16.8595244810742	50.9309462654492	F-box/SPRY domain-containing protein 1	F-box only protein 4
gene:Smp_329520	0	1	0.425390398534683	0.424713233415518	176.933540091896	416.608852840838	Protein bcn92	4-hydroxy-3-methylbut-2-EN-1-YL diphosphate synth
gene:Smp_329680	0	1	0.463677625829608	0.463391738274174	426.804898132214	921.057129340318	28S ribosomal protein S21, mitochondrial	MRP-S21, S21MT, 28S ribosomal protein S21, mitochondrial
gene:Smp_329800	0.0044608717200556	0.995539128279944	4.74880131204145	5.48595152985728	13.6877429122513	2.48687640105849	Probable ubiquitin carboxyl-terminal hydrolase FAF-X	Gastric inhibitory polypeptide
gene:Smp_329860	0.0454122431254433	0.954587756874557	2.51769909281264	2.65883579742962	14.0277608216051	5.26966444380503	DEAD-box ATP-dependent RNA helicase 13	U1 small nuclear ribonucleoprotein C
gene:Smp_329880	1.19904086659517e-14	0.999999999999988	0.0162405440033607	0.000329421009224576	0	30.3462909467705	PRAME family member 6	Dual specificity protein kinase TTK
gene:Smp_329900	0	1	6.75293432386563	6.88844757335939	143.568573359882	20.8333862391815	Cyclin-dependent kinase 16	Cell division protein kinase 16
gene:Smp_329920	0	1	0.265222125374761	0.264214301161953	94.5675856282537	357.947859254111	5'-deoxynucleotidase CKO_00504	Cytochrome C-type biogenesis protein CCMH
gene:Smp_330160	3.14748227481232e-13	0.999999999999685	0.359382793208338	0.359154364373981	494.516357507871	1376.90869168804	30S ribosomal protein S18, chloroplastic	Chromosome segregation protein SMC
gene:Smp_330260	0.00288557111489585	0.997114428885104	0.440384631460075	0.437600797701662	43.180184618778	98.6876825582096	Acetylcholinesterase	CAP-Gly domain-containing linker protein 4
gene:Smp_330330	2.54360303930667e-08	0.99999997456397	0.386516514396526	0.385556794822408	120.996167083579	313.837839562303	60S ribosomal protein L7	60S ribosomal protein L7
gene:Smp_330380	0	1	0.286233830008392	0.28500172569877	81.0518652566226	284.415875169262	SET and MYND domain-containing protein 4	GAG-POL polyprotein
gene:Smp_330470	4.57411886145564e-14	0.999999999999954	0.129371233623558	0.12769737255601	32.6004044743198	255.362556393174	Hypothetical protein	Zinc finger protein 406
gene:Smp_330490	3.12574733873916e-08	0.999999968742527	0.471109749648278	0.470125735838941	124.052067331267	263.881248390981	Magnesium-dependent phosphatase 1	MDP-1, magnesium-dependent phosphatase 1
gene:Smp_330630	0	1	0.277006984286697	0.276566202398409	222.715573982679	805.314627706427	Callose synthase 10	Vesicle-associated membrane protein 2
gene:Smp_330760	0	1	0.372296339824987	0.370758990075932	74.3148925266204	200.45686531161	IQ domain-containing protein K	CAM, IQ domain-containing protein G
gene:Smp_330830	0	1	0.422299991065434	0.421111913269752	100.524620385281	238.72611079932	Uncharacterized protein T09A5.7	Amyloid beta A4 precursor protein-binding family 3
gene:Smp_330860	2.22044604925031e-16	1	0.401800852834008	0.399781338657086	58.1309362253223	145.421841367645	Dynein heavy chain, cytoplasmic	Short coiled-coil protein
gene:Smp_330920	0.00521360339896426	0.994786396601036	2.07055783162376	2.08463417682099	77.8314106252533	37.330561471538	Cilia- and flagella-associated protein 206	Cytochrome C-553
gene:Smp_331040	6.60134347199026e-05	0.99993398656528	2.71480049848536	2.7463112497285	73.3678900053876	26.7087085996322	Acid sphingomyelinase-like phosphodiesterase 3b	LMO2642 protein
gene:Smp_331060	0.000228287141014416	0.999771712858986	18.7532788137974	25.0724350771836	34.5741107896894	1.3693678469293	Solute carrier family 46 member 3	Phosphate transporter
gene:Smp_331070	1.31745392373261e-10	0.999999999868255	0.282035401990633	0.278867789874043	31.0234464361997	111.273724987445	Solute carrier family 46 member 3	DI-OR tripeptide\:H+ symporter
gene:Smp_331310	0	1	0.345765984694102	0.344591780263778	94.2559696570421	273.548381412591	Protein ORF1940	Thioredoxin, TRX
gene:Smp_331400	0	1	0.00941380000818492	0.00680220702114622	1.25676846848481	186.21903780299	Zinc finger homeobox protein 3	Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform
gene:Smp_331460	0.0141745240009988	0.985825475999001	2.55390026557855	2.57675383612572	86.0106321424918	33.3733332996326	Uncharacterized protein SJCHGC09800	Omega-ACTX-HV1A, omega-atracotoxin-HV1A
gene:Smp_331510	2.13031683182763e-07	0.999999786968317	0.449352275816929	0.448282436391093	113.273743862641	252.696184017903	Mediator of RNA polymerase II transcription subunit 14	FYVE, rhogef and PH domain containing protein 3
gene:Smp_331530	0	1	0.473770129980338	0.473177818093088	206.390166965532	436.190005734266	DNA-directed RNA polymerase III subunit RPC10	DNA-directed RNA polymerases I, II, and III subunit rpabc5
gene:Smp_331540	0.00019280078154138	0.999807199218459	3.84797909672603	3.91984222446712	76.2610786745587	19.4476909750309	Voltage-dependent calcium channel gamma-5 subunit	Claudin-15
gene:Smp_331570	3.28737037591509e-13	0.999999999999671	0.16376746618239	0.15506140729299	7.30256602272622	47.1491619758039	GTP-binding nuclear protein Ran	Hypothetical protein RPA4178
gene:Smp_331630	1.28170517532666e-08	0.999999987182948	0.307014585566819	0.306643088432105	280.832238149814	915.850323432647	Uncharacterized protein SJCHGC09800	Wrightide R1, WR1
gene:Smp_331680	3.64264174379514e-12	0.999999999996357	0.0189307972153108	0.000385021290906481	0	25.9625896623959	Virulence protein vsdE	IL-4-inducing protein
gene:Smp_331850	0.00295660234707895	0.997043397652921	0.149094676797927	0.0982516766277582	0.797329200141708	8.20695087403343	Leishmanolysin-like peptidase	Leishmanolysin
gene:Smp_331860	0	1	0.265380893463914	0.264624734822062	126.213539756551	476.980708527024	Elongation factor G, mitochondrial	Elongation factor G
gene:Smp_331880	0	1	2.13575841948716	2.13817042300995	494.313166915622	231.179788052419	Neuroligin-4, X-linked	Neuroligin-1, neuroligin I
gene:Smp_331960	0	1	0.430341037422068	0.429581779930717	158.235847185739	368.361878367982	Tyrosine-protein kinase Fer	C-FES, proto-oncogene tyrosine-protein kinase FES/FPS
gene:Smp_332090	0.0219448444582364	0.978055155541764	2.44115891633144	2.45951677601616	94.7882315618113	38.5334376728921	Alpha-ketoglutarate-dependent dioxygenase alkB homolog 7, mitochondrial	Alpha-ketoglutarate-dependent dioxygenase ALKB HO mitochondrial
gene:Smp_332150	6.25911444895877e-09	0.999999993740886	5.01738970417438	5.35112786698782	31.6159834757418	5.90015282420158	Endoglycoceramidase	Endoglycoceramidase II
gene:Smp_332170	0	1	0.498041800999527	0.497892551245594	822.138326865526	1651.246530769	Receptor-type adenylate cyclase GRESAG 4.2 (Fragment)	Hypothetical protein APC35702
gene:Smp_332270	1.46549439250521e-14	0.999999999999985	2.31023808457567	2.31343351088921	465.72518995331	201.307733041006	Partitioning defective 3 homolog	Disks large homolog 4
gene:Smp_332370	1.26027674962614e-08	0.999999987397233	2.09414619864415	2.09576334787685	696.180539361426	332.179481253556	Tyrosine-protein kinase Fer	C-FES, proto-oncogene tyrosine-protein kinase FES/FPS
gene:Smp_332440	0.0143436442576167	0.985656355742383	0.138953027751476	0.0971167726148159	0.971361242690954	10.0949614424815	Hypothetical protein	S1P4 first extracellular loop peptidomimetic
gene:Smp_332470	0	1	2.16912657049488	2.1714463776895	537.29312764229	247.430200763328	E3 ubiquitin-protein ligase TRIM9	SET1/ASH2 histone methyltransferase complex subun
gene:Smp_332690	0	1	2.36867047225556	2.37219041013939	452.860533551526	190.898171458679	Protein AF-17	PHD finger protein 6
gene:Smp_332700	0	1	2.30920497930259	2.31113385277356	770.16537205409	333.235679876919	Zinc finger protein 239	AART
gene:Smp_332720	0.0096714983970988	0.990328501602901	0.442938349838854	0.437412089426943	21.6382760344552	49.4817185823939	Coiled-coil domain-containing protein 191	Putative translocated intimin receptor protein (translocated intimin receptor TIR)...
gene:Smp_332730	0	1	0.411639324254965	0.41157765366829	1927.86097475422	4684.09021188365	cAMP-dependent protein kinase type II regulatory subunit	CAMP-dependent protein kinase type II-alpha regul subunit
gene:Smp_332780	5.39152029110923e-06	0.999994608479709	2.53664186544032	2.54973894221594	146.867281092516	57.5948310910084	Hypothetical protein	DNA binding protein GT-1
gene:Smp_332910	0	1	3.56202242886934	3.56381578391244	2499.71662279754	701.408584563673	Ankyrin-3	Burrh
gene:Smp_332960	0.000112476252640548	0.999887523747359	2.25607127659967	2.26563673079914	146.059514028741	64.4617275470806	Solute carrier family 35 member F4	Multidrug transporter EMRE
gene:Smp_333140	0	1	3.84419420128997	3.85338514235388	585.45684172924	151.925718881088	Rootletin	Smooth muscle myosin heavy chain
gene:Smp_333230	0.0496209025061417	0.950379097493858	0.183708530955606	0.138776434359422	1.22784115660487	8.90967834682176	Probable proteasome subunit beta type-4	Voltage-dependent R-type calcium channel subunit
gene:Smp_333270	4.88498130835069e-15	0.999999999999995	0.315441633774062	0.313274210144671	48.5693771215934	155.059825566424	Accessory colonization factor AcfD	TRAN protein
gene:Smp_333290	5.4722892883774e-13	0.999999999999453	0.365820580213488	0.364232917401406	71.4221437569458	196.106661466441	Malignant fibrous histiocytoma-amplified sequence 1	RAB family protein
gene:Smp_333540	7.4404442861109e-05	0.999925595557139	0.27857405331714	0.269897116585199	11.0075287308318	40.8112168778538	Meiosis-specific with OB domain-containing protein	Putative uncharacterized protein
gene:Smp_333700	0	1	4.02579513170654	4.04525213484736	308.855774144397	76.3426632823966	GATOR complex protein DEPDC5	N6 adenine specific DNA methylase
gene:Smp_333720	0	1	3.83073813407039	3.83768973355941	767.255079894491	199.918898155835	ELKS/Rab6-interacting/CAST family member 1	Tropomyosin
gene:Smp_333780	6.07005625208323e-07	0.999999392994375	0.216911331443861	0.216589331624925	258.604572463149	1194.02190601742	Hypothetical protein	Lipovitellin (LV-2)
gene:Smp_333920	0	1	0.410645357193117	0.409432701309992	97.6872360901035	238.606104130223	Potassium channel subfamily K member 18	Potassium channel subfamily K member 10
gene:Smp_334090	5.64437596661804e-09	0.999999994355624	0.173252902150177	0.173216188697303	1915.11244296681	11056.2455230533	Neuroblast differentiation-associated protein AHNAK	GAG polyprotein, capsid protein
gene:Smp_334200	0	1	2.51880018394234	2.52119268841999	785.794552317059	311.669688714914	Synaptojanin-1	Phosphoinositide phosphatase SAC1
gene:Smp_334220	5.55111512312578e-16	0.999999999999999	2.59877552044834	2.6080840080047	219.92308355571	84.3174537479215	Protocadherin-3	EP-cadherin, C-cadherin
gene:Smp_334250	4.95007268508374e-09	0.999999995049927	2.18835499332496	2.19147376578389	409.966912652091	187.068174994919	Acid-sensing ion channel 3	Acid-sensing ION channel
gene:Smp_334320	0.0293981664433635	0.970601833556637	0.205480964876678	0.135225635489384	0.74083530079744	5.54246272705731	Cornifelin	Calpain 13
gene:Smp_334400	0.00141297886667491	0.998587021133325	0.440460067175066	0.436876828300405	33.484612320032	76.6583196504999	Chaperone protein HscA	Hypothetical protein
gene:Smp_334460	4.05454328866739e-05	0.999959454567113	0.496726526263046	0.493503340254199	37.822878649192	76.6518491978284	Hypothetical protein	Anopheles plasmodium-responsive leucine-rich REPE 1
gene:Smp_334480	0.00618787047738412	0.993812129522616	3.6279396989332	3.65271197016806	190.240416663564	52.0747026038055	SAM and SH3 domain-containing protein 1	SAM-domain protein samsn-1
